user_chancel_confirm,停用方案,Cancel my subscription,Cancelar la suscripción,,
user_chancel_deny,返回,"No, thanks","No, gracias.",,
user_chancel_date,此次訂閱至,The subscription will expire at,La suscripcioón caduca en ,,
user_chancel_stop_pay,將不再繼續收費,and no longer to charge., y no le vamos a cobra.,,
user_chancel_success,您已成功退訂！,Your subscription has been canceled.,Ha cancelado la suscripción,,
user_pay_stop_pay,已停用，使用期限至,"Subscription canceled, expiration date",Ha cancelado la suscripción y caduca en,,
,,,,,
user_pay_history,付款記錄,Payment History,historial de pagos,,
user_pay_card,目前使用的信用卡,Current Credit Card,la tarjeta que está utilizando,,
user_pay_date,日期,Date,Fecha,,
user_pay_method,付款方式,Method,Forma de pago,,
user_pay_amunt,金額,Amount,monto del pago,,
user_pay_result,付款結果,Result,pago resultante,,
user_pay_success,付款成功,Payment Success,Pago realizado con éxito,,
user_pay_fail,付款失敗,Payment Failure,Error en el pago,,
user_pay_change_card,更換卡片,Change card,Pagar con otra tarjeta,,
,,,,,
user_pay_next_pay,下次付款日期,Next payment due,Su próxima fecha de pago,,
user_pay_contact,*若有付款相關問題，請聯絡我們,"If you have any payment problems, feel free to contact us.",si tiene alguna pregunta no dude en contactarnos,,
user_pay_change_card_success,卡片修改成功！,Card Change Success !,¡Ha cambiado la tarjeta!,,
,,,,,
payment_debiting_every_month,＊每個月將自動扣款,*auto-debiting your credit card every month.,*Pagos mensuales debitados automáticamente,,
payment_success_and_check,付款成功！您可以在「帳號」頁面中查看您的付款記錄,"Payment success! You can check your payment result at ""User"" page.",¡El pago ha sido realizado con éxito! Puede ver la información de su pago en la página de ¨Usuario¨,,
payment_unknown_error,發生不明錯誤，請聯繫我們，將有專人為您服務,"Unknown error. Please contact us.
","Se ha producido un error desconocido, contáctenos, por favor. ",,
payment_upgrade_tips_01,＊升級用戶照時間比例計價並於下次收費，不超收費用,"*If you're upgrading, the bill is according to the use","*Si actualiza, le cobramos según el uso y su fecha ",,
payment_upgrade_tips_02,,and the billing date is based on the day you subscribed.,de facturación se basa en el día que se suscribió,以後改成確切日期,
,,,,,
footer_youTube,YouTube 排名與分析專家,InteRed.co - YouTube Influencer Analysis Expert 排名與分析專家,InteRed.co - El Experto en Analítica de YouTube,,
footer_privacy_policy,隱私權政策,Privacy Policy,Privacidad,,
footer_term_of_service,使用條款,Term of Service,Condiciónes,,
,,,,,
contact_us,聯絡我們,Contact Us,Contáctenos,,
contact_name,名稱,Name,Nombre,,
contact_email,聯絡信箱,Email,Email,,
contact_company,任職企業,Company Name,Nomre de empresa,,
contact_website,企業官網,Company Website URL,URL del web de su empresa,,
contact_type,聯絡類型,Type of Your Inquiry,El tipo de consulta,,
contact_product,產品功能與介面問題,Product,Producto,,
contact_plan,企業方案諮詢,Brand & Agency plan,Planes para marcas y agencias,,
contact_cor,商業合作洽談,Collabration,colaboración,,
contact_social,社群行銷活動顧問、諮詢,Social Video Marketing Consulting,Consultoría de Marketing ,,
contact_youtube,YouTube 各類數據,Channel Data,Datos de los canales,,
contact_other,其他,Other,Otros,,
contact_content,聯絡內容,Content,Contenido,,
contact_confirm,確認,Confirm,Confirmar,,
contact_back,返回,Back,Volver,,
contact_submit,送出,Submit,Enviar,,
contact_success,成功送出！,Submit successfully,Se envió con éxito,【InteRed】 We've received your question!,
contact_wait,我們將會先寄發一封確認信到您的信箱，並盡快由專人回覆您！,We'll send a verification mail first and reply you soon.,Le enviaremos  un correo electrónico de verificación y  le contestaremos lo antes posible. ,Dear Name:,
contact_OK,OK,OK,OK,"We are sending this mail to confirmation, ensure we can contact you when we solve your question.",
contact_blank,此為必填欄位,Required fields can not be blank.,Por favor no deje espacios requeridos sin llenar.,"Please wait for a few moments, our speacilist will contact you soon.",
contact_again,再次聯絡,Contact again,Póngase nuevamente en contacto,Thanks you.,
,,,,*This is an automatically generated email – please do not reply to it. If you have more questions please email fion@intered.co,
language,語系,Language,Idioma,InteRed Team,
language_zh,中文,Chinese,Chino,,
language_en,英文,English,Inglés,,
language_es,西班牙文,Spainsh,Español,,
,,,,,
proposal_list_create,新增提案,Create,Crear,,
proposal_list_my,我的提案,My Proposals,Mis propuestas,,
proposal_list_create_name,輸入新提案名稱,Title of proposal ,Título de la propuesta,,
proposal_list_name,提案名稱,Proposal,Nombre del propuesta,,
proposal_list_last_edit,最後編輯時間:,Last edited,La última modificación,,
proposal_list_creators,已選擇創作者,Added creators,Añadir creatores,,
proposal_list_view,檢視,View,Ver,,
proposal_list_manage,編輯/刪除,Edit / Delete,Editar/Elimiar,,
proposal_list_confirm_delete,確定刪除,Are you sure to delete ,Está seguro de que desea eliminar,,
proposal_list_other,及其他,and,y ,,
people,人,people,personas,,
proposal_list_team,團隊提案,Team Proposals,Propuesta del equipo,,
,,,,,
proposal_id_info,基本資訊：,Channel Infomation,Información del canal,,
proposal_id_perform,近期表現：,Recent Performance,Resultados recientes ,,
proposal_id_growth,成長狀況：,Growth,Crecimiento,,
proposal_id_download,下載,Download,Descargar,,
proposal_id_add,貼上頻道網址以新增創作者,Add to proposal by channel URL. Eg https://www.youtube.com/channel/xxxxxx,"Añadir a la propuesta con el URL del canal. P.ej, https://www.youtube.com/channel/xxxxxx",,
proposal_id_find_nothing,您輸入的網址有誤，請檢查網址,"channel not found, check the url.","No coinciden con ningún canal, por favor compruebe el URL.",,
proposal_id_find_added,該頻道已在清單中,This channel has already in the list,El canal ya esta en la lista,,
proposal_id_scroll,*可左右滑動,*Scrolling the list,*Desplazarse por la lista d,,
proposal_id_time_sort,預設：依加入時間,Default (Added time),Ninguno(Tiempo añadido),,
proposal_id_daily_sub_growth,日訂閱成長率,Daily Subscriptions Growth,Crecimiento de suscriptores diario,,
proposal_id_daily_view,日觀看數,Daily Views,Vistas diarias,,
proposal_id_daily_view_growth,日觀看成長率,Daily Views Growth,Crecimiento de vistas al día,,
proposal_id_not_owner,提案的擁有者才可編輯,Only owner can edit. ,Solo la persona que posee la propuesta puede editar,,
,,,,,
userInfo_email,電子郵件,E-mail,Email,,
userInfo_identity,身份,Identity,Identidad,,
,,,,,
,,,,,
dataDesc_channelType,頻道類型：上傳最多的影片類型,,Categoría del canal: El tipo de vídeo más subido ,,
dataDesc_subscriberCount,訂閱數：累積的訂閱人數,Subscribers : Total Subscriptions of a channel.,Suscriptores: Suscriptores del canal,,
dataDesc_totalViewCount,總觀看數：所有影片累積的觀看總數,Total Views : Views of all videos.,Vistas totales: Vistas de todo los videos,,
dataDesc_totalEngegementCount,總互動數：近五十支影片的喜歡數、不喜歡數與評論數總和,"Total Engagements : The counts of all likes, dislikes and comments of last 50 videos.","La Tasa de Interacción : likes, dislikes, cometarios y shares de los último 50 videos",,
dataDesc_avgEngageRate,平均互動率：近五十支影片的互動率平均（互動總數除總觀看數）,Avg Engagements : Total Engagements divide by views of last 50 videos.,"La Tasa Media de Interacción: likes, cometarios y shares dividido por los último 50 videos",,
dataDesc_videoCount,影片總數：目前所有的影片總數,Total videos : The number of all uploaded videos.,Números de videos: El número del videos que ha subido,,
dataDesc_videoTheme,影片主題：近五十支影片的常見關鍵字,Theme : The most commonly used tags of last 50 videos.,Tema: La etiqueta más usado en los último 50 videos,,
dataDesc_videoCategory,影片分類：近五十支影片的類型,Category : The most commonly used categories of last 50 videos.,La categoría más clasificado: La categoría mas clasficado de los últimos 50 videos,,
dataDesc_recentAvgViewCount,近二十支平均觀看數：最新上傳二十支影片的觀看數平均,Avg views : The avg views of last 20 videos.,Vistas Promedio: El promedio de vistas de los últimos 20 videos,,
dataDesc_recentAvgEngageRate,近二十支平均互動率：最新上傳二十支影片的互動率平均（互動總數除以總觀看數）,Avg engagement : The avg engagement rate of last 20 videos (Total Engagements divide by views).,La Tasa Media de Interacción: La tasa media de Interacciónde los último 20 videos,,
dataDesc_recentTwoMonthAvgViewCount,近兩個月平均觀看數：近兩個月上傳的所有影片的觀看數平均（總觀看數除以總支數）,Avg views : The avg views of videos that uploaded in the last 2 month (Total views divide by video quantity).,La tasa media de vistas: Vistas de los videos que subiero en los dos últimos meses,,
dataDesc_recentTwoMonthAvgEngageRate,近兩個月平均互動率：近兩個月上傳的所有影片的互動率平均（互動總數除以總觀看數）,Avg engagement : The avg engagement rate of videos that uploaded in the last 2 month. (Total Engagements divide by views).,La Tasa Media de Interacción: La tasa media de Interacción de  los videos que han subido en los dos últimos meses,,
dataDesc_todaySubscriberCount,日訂閱數：今日較昨日新增加的訂閱數量,Daily Subscribers : The subscribers growth of last day.,Suscriptores al día: El crecimiento de suscriptores en el último día,,
dataDesc_todaySubscriberRate,日訂閱成長率：今日較昨日新增加的訂閱數與總訂閱數之比率,Daily Subscribers Growth : The subscribers growth of last day divide by total subscriptions.,El crecimiento suscriptores al día: La tasa del crecimiento de suscriptores de hoy compara con el de ayer,,
dataDesc_todayViewCount,日觀看數：今日較昨日新增加的觀看數量,Daily Views : The views growth of last day.,Vistas diaria: El crecimiento de la visualizción del último día,,
dataDesc_todayViewRate,日觀看成長率：今日較昨日新增加的觀看數與總觀看數之比率,Daily Views Growth : The views growth of last day divide by total views.,El crecimiento de vista diaria: El crecimiento de la vistas de hoy compara con total,,
dataDesc_monthSubscriberCount,月訂閱數：今日較一個月前新增加的訂閱數,Monthly Subscribers : The subscribers growth of last 30 days.,Suscriptores mensuales: El crecimiento de suscriptores en el último mes,,
dataDesc_monthSubscriberRate,月訂閱成長率：今日較一個月前新增加的訂閱數與總訂閱數之比率,Monthly Subscriptions Growth : The subscribers growth of last 30 days divide by total subscriptions.,El crecimiento de suscriptores mensuales: El crecimiento de suscriptores de este mes divde por el crecimiento de suscriptores total ,,
dataDesc_monthViewCount,月觀看數：今日較一個月前新增加的觀看數,Monthly Views : The views growth of last 30 days.,Vistas mensuales: El crecimiento de las vistas de los último 30 días,,
dataDesc_monthViewRate,月觀看成長率：今日較一個月前新增加的觀看數與總觀看數之比率,Monthly Views Growth : The views growth of last 30 days divide by total views.,El Crecimiento de Vistas Mensuales: El crecimiento de las visualizaciónes de los último 30 días,,
dataDesc_videoViews,影片觀看數：該影片目前累積的觀看次數,Views : Current views of a video.,Vistas:Vistas de los videos,,
dataDesc_videoEngage,影片互動率：該影片的互動總數除觀看數,Engagement Rate :  Total video Engagements divide by views.,"La Tasa de Interacción : likes, dislikes, cometarios y shares de los último 50 videos",,
,,,,,
agency_payment_title,Agency 方案,Agency Plan,Plan para agencias,,
agency_payment_user,使用者,user,Usuario,,
agency_payment_users,使用者,users,Usuarios,,
agency_payment_averge_price_1,平均每名使用者,Average,Promedio,,
agency_payment_averge_price_2,USD，節省,"USD per user, save","dólares por cada usuario, ahorra",,
agency_payment_invite,購買後將獲得空間(數量可更改)，每個受邀使用者皆享所有功能,"Get seats after payment, all invited users will have all features",Consiga plazas despúes de pagar y todo los invitados pueden usar todo los funciones ,,
agency_payment_placeholder,輸入幾名,How many,Cuántos,,
agency_payment_more,若有15位以上的使用者，可直接更改數字,"when users > 15, change the number directly","Cuando hay más de 15 usuarios, se pueden cambiar el número directamente. ",,
agency_payment_input_error,請輸入1以上數字,Numbers ≥ 1 only,Introduzca número más de uno,,
agency_payment_save,節省,save,ahorra,,
agency_payment_wtf,空間不可低於使用者數量,Purchased cannot be lower than used,El número de las plazas hay que ser más que el de usuarios,,
agency_payment_success,變更成功,Updated successfully,Actualización finalizada,,
agency_payment_error,變更失敗，請重試或聯絡我們,Unexpected error. Retry or contact us please.,Error inesperado. Intentelo otra vez o  póngase en contacto con nosotros ,,
,,,,,
proposal_id_share,分享,Share,Compartir,,
proposal_id_share_me,只有自己可以檢視與編輯,Only me can access & edit,Solo yo puedo acceder y editar,,
proposal_id_share_team,團隊成員可以檢視,My team can access,Mi equipo puede acceder,,
proposal_id_share_all,全部人可以檢視（7天）,Anyone can access(7 days),cualquiera puede acceder (7 días),,
proposal_id_share_copy,複製,Copy,Copiar,,
proposal_id_share_back,自動切換為,automatically switch to,Cambiar automáticamente a ,,
proposal_id_share_no_access_1,Oops! 提案不存在或存取權限不足,Oops! Proposal not found,"Uyyy, no se encuentra la propuesta.",,
proposal_id_share_no_access_2,,or you do not have the authority to access.,quizas no tiene la autorizacion de acceso ,,
,,,,,
info_list_panel_title,已選擇頻道,Selected Channels,Canales elegidos,,
info_list_panel_save,儲存變更,Save,Guardar,,
info_list_panel_unsave,若有任何變更，請點擊按鈕儲存！,"If there are any changes, click ""Save""!","Si hay algunos cambios, haga click en el ¨Guardar¨",,
info_list_panel_all_saved,變更已儲存！,The changes have been saved!,se han guardado los cambios,,
info_list_panel_chose,選擇提案,Select a proposal,Selecionar,,
info_list_panel_deny,此為 Agency 方案功能，,"That's a feature of Agency plan, ",Eso es una función del plan de agencia,,
info_list_panel_deny_2,點此升級,click to unlock.,Haz un click para desbloquearlo,,
info_list_panel_alert,是否儲存提案,Save the changes of,¿Guardar los cambios de,,
info_list_panel_alert_2,的變更？,?,?,,
info_list_panel_discard,捨棄變更,Discard,Descartar ,,
info_list_panel_no_proposal,尚未選擇提案！,No proposal has been selected!,No ha selecionado ninguna propuesta,,
,,,,,
payment_ridiculous,＊已分享此平台的網紅才可享有此優惠方案,*For creators who has shared this website only,*Solo para los que han compartido esta página,,
,,,,,
user_cancel_intro_1,雖然相當遺憾您決定停用，但仍非常感謝您這段時間的青睞。,We're sorry to see you go!,Lamentamos que quiera irse.,,
user_cancel_intro_2,停用前請協助我們完成一份調查，此調查用於改進產品且絕對保密，希望未來能有機會為您服務。,Please help us learn more about why you decided to cancel. Your responses will be kept confidential and will not be shared with any other party.,"Por favor, ayudenos a saber porque se decide a darse baja. Todas las respuestas de este cuestionario serán analizadas de forma totalmente confidencial y no será compartida con ningún tercero.",,
user_cancel_question_satisfy,"整體來說, 您是否滿意本服務？","Overall, how satisfied were you with your subscription?",¿Cuál es su nivel de satisfacción general con su subscripción?,,
user_cancel_answer_very_satisfied,非常滿意,Very Satisfied,muy satisfecho,,
user_cancel_answer_somewhat_satisfied,滿意,Somewhat Satisfied,Satisfechos,,
user_cancel_answer_neutral,普通,Neutral,"Ni satisfechos, ni insatisfechos",,
user_cancel_answer_unsatisfied,不滿意,Unsatisfied,Insatisfechos,,
user_cancel_answer_very_unsatisfied,非常不滿意,Very Unsatisfied,Muy insatisfechos,,
user_cancel_question_reason,您決定停用方案的主要因素為？,What was the primary reason for canceling your subscription?,¿Cuál es el motivo principal de cancelar?,,
user_cancel_answer_back,暫時無需求，未來我若有需求會再訂閱,This is only temporary. I'll be back!,"Ahora no lo necesito, volvere cuando necesite",,
user_cancel_answer_didnt_meet_need,服務與我的需求不符,It didn't meet my needs.,No cubre todas mis necesidades.,,
user_cancel_answer_quality,我對此服務的品質不滿意,Quality was less than expected.,La calidad es un poco peor que lo que yo esperaba,,
user_cancel_answer_alternative,我找到了更好的替代品,I found an alternative.,Encontré un producto alternativo,,
user_cancel_answer_customer_service,客戶服務不佳,Customer service was less than expected.,El servicio al cliente es peor a lo que se esperaba.,,
user_cancel_question_purpose,您使用本服務想達成的目的？（可複選）,What was your goal of using this service? (Multiple selections accepted ),Cuál era su motivo para utilizar este servicio? (selecciones múltiples),,
user_cancel_answer_find,尋找網紅、YouTuber，執行網紅行銷,Find YouTube influencers,Buscar influencers de YouTube,,
user_cancel_answer_analyze,數據分析特定網紅、YouTube 頻道,"Analyze influencers, channel and videos","Analizar influencers, canales y videos",,
user_cancel_answer_ranking,查看頻道排行、追蹤趨勢,Check and follow the ranking list,Visualizar la lista del ranking,,
user_cancel_answer_project,優化網紅行銷專案管理,Optimize project management of influencer marketing,Optimizar la gestión de ,,
user_cancel_answer_channel,優化頻道經營,Optimize my own YouTube channels or videos,Optimizar mi canal y los videos.,,
user_cancel_question_resubsribe,您未來是否會再訂閱本服務？,Would you use our product in the future?,¿Volverá a InteRed en el futuro?,,
user_cancel_answer_definitely,一定會,Definitely,por supuesto,,
user_cancel_answer_probably,可能會,Probably,Probablemente,,
user_cancel_answer_notsure,不確定,Not Sure,no estoy seguro ,,
user_cancel_answer_probablynot,可能不會,Probably Not,Probablemente no,,
user_cancel_answer_definitelynot,一定不會,Definitely Not,Definitivamente no,,
user_cancel_question_feedback,您覺得本服務有哪裡需要改善？或希望提供什麼服務？,What could we do to improve?,Qué podemos hacer para mejorar,,
user_cancel_not_finish,尚有問題或欄位未填寫！,There are still some questions to be answered.,todavia quedan preguntas sin contestar,,
user_cancel_stop,停用,Cancel my subscription,Cancelar la suscripción,,
,,,,,
info_list_no_result,找不到符合的結果，建議：,No Results Found.,No se han encontrado resultados ,,
info_list_no_result_adjust_filter,放寬篩選條件,Try adjusting the filters,Intentar cambiar los condiciones,,
info_list_no_channel_id,直接輸入頻道 ID,Try searching by channel ID,Intentar introducir el ID del canal,,
,,,,,
info_list_search_for,搜尋,Search for,Buscar sobre,,
,,,,,
payment_upgrade_success,升級成功！您可以在「帳號」頁面中查看您的付款記錄,"Upgrade successfully! You can check your plan on ""User"" page.",¡Actualizción completa! Puede mirar a su cuenta.,,
